Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate,id
2017,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,465,19.7,117
2017,Alzheimer's disease (G30),Alzheimer's disease,Idaho,672,36.6,118
2017,Alzheimer's disease (G30),Alzheimer's disease,Illinois,4021,25.6,119
2017,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2771,35.3,120
2017,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1597,35.3,121
2017,Alzheimer's disease (G30),Alzheimer's disease,Kansas,894,24.3,122
2017,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1765,35,123
2017,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2188,43.7,124
2017,Alzheimer's disease (G30),Alzheimer's disease,Maine,601,30.4,125
2017,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1191,17.1,126
2017,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1841,19.9,127
2017,Alzheimer's disease (G30),Alzheimer's disease,Michigan,4428,34.5,128
2017,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,2474,34.9,129
2017,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1626,49.6,130
2017,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2545,32.3,131
2017,Alzheimer's disease (G30),Alzheimer's disease,Montana,285,20.9,132
2017,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,698,28.5,133
2017,Alzheimer's disease (G30),Alzheimer's disease,Nevada,779,27.3,134
2017,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,436,24.8,135
2017,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,2829,23.6,136
2017,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,572,22.7,137
2017,Alzheimer's disease (G30),Alzheimer's disease,New York,3521,13.2,138
2017,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,4289,37.3,139
2017,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,387,36.5,140
2017,Alzheimer's disease (G30),Alzheimer's disease,Ohio,5117,33.6,141
2017,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1752,39.4,142
2017,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1850,36,143
2017,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4213,21.7,144
2017,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,435,27.3,145
2017,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,2549,45,146
2017,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,444,36.9,147
2017,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,3522,46.7,148
2017,Alzheimer's disease (G30),Alzheimer's disease,Texas,9545,38.5,149
2017,Alzheimer's disease (G30),Alzheimer's disease,Utah,991,42.1,150
2017,Alzheimer's disease (G30),Alzheimer's disease,Vermont,370,42.9,151
2017,Alzheimer's disease (G30),Alzheimer's disease,Virginia,2549,27.6,152
2017,Alzheimer's disease (G30),Alzheimer's disease,Washington,3710,46,153
2017,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,770,30.6,154
2017,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,2428,31.6,155
2017,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,212,32.7,156
2017,Cerebrovascular diseases (I60-I69),Stroke,United States,146383,37.6,157
2017,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2931,50,158
2017,Cerebrovascular diseases (I60-I69),Stroke,Alaska,190,35.1,159
2017,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2681,30.8,160
2017,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1612,43.8,161
2017,Cerebrovascular diseases (I60-I69),Stroke,California,16355,37.6,162
2017,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1988,35.8,163
2017,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1403,27.8,164
2017,Cerebrovascular diseases (I60-I69),Stroke,Delaware,571,46.2,165
2017,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,246,35.9,166
2017,Cerebrovascular diseases (I60-I69),Stroke,Florida,12602,38.9,167
2017,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4399,43.5,168
2017,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,764,37.5,169
2017,Cerebrovascular diseases (I60-I69),Stroke,Idaho,726,38.5,170
2017,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6020,38.9,171
2017,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3150,40.2,172
2017,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1416,32.8,173
2017,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1355,37.7,174
2017,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2050,39.4,175
2017,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2460,47.4,176
2017,Cerebrovascular diseases (I60-I69),Stroke,Maine,736,37.5,177
2017,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2820,40.2,178
2017,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2367,26.5,179
2017,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5002,39.3,180
2017,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2250,32.6,181
2017,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1723,51.1,182
2017,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3159,41,183
2017,Cerebrovascular diseases (I60-I69),Stroke,Montana,487,35.6,184
2017,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,760,31.5,185
2017,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1137,35.9,186
2017,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,514,28.9,187
2017,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3474,30.2,188
2017,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,878,34.8,189
2017,Cerebrovascular diseases (I60-I69),Stroke,New York,6264,24.6,190
2017,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5098,43,191
2017,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337,35.4,192
2017,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6425,42.8,193
2017,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1947,43.3,194
2017,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2066,39.9,195
2017,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6700,36.5,196
2017,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,425,29.4,197
2017,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2691,44.9,198
2017,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,414,36.7,199
2017,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3519,45,200
2017,Cerebrovascular diseases (I60-I69),Stroke,Texas,10790,41.3,201
2017,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,36.2,202
2017,Cerebrovascular diseases (I60-I69),Stroke,Vermont,249,28.9,203
2017,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3555,37.5,204
2017,Cerebrovascular diseases (I60-I69),Stroke,Washington,3028,36.9,205
2017,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1058,41.8,206
2017,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2513,33.5,207
2017,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,190,28.4,208
2017,Chronic lower respiratory diseases (J40-J47),CLRD,United States,160201,40.9,209
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3484,57.8,210
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204,35.9,211
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3802,42.7,212
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2517,66.7,213
2017,Chronic lower respiratory diseases (J40-J47),CLRD,California,13881,32.2,214
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2604,45.6,215
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1471,30.4,216
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,526,40.8,217
2017,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,137,19.6,218
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,12619,39,219
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4866,46.2,220
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,378,19,221
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,925,47.3,222
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5732,37.6,223
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4375,55.2,224
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1939,46.5,225
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1832,51.7,226
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3480,64.5,227
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2467,46.6,228
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,982,48.7,229
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2079,29.9,230
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2842,32.5,231
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5688,44.3,232
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2464,36.3,233
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2037,58.3,234
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3940,50.7,235
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,752,53.5,236
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1224,52.6,237
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1633,50,238
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,755,43,239
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3227,28.6,240
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1143,44.2,241
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7258,28.9,242
2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5540,45.3,243
2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,358,38.3,244
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7312,48.5,245
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,3035,65.9,246
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2088,39.7,247
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6667,37.1,248
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521,36.2,249
2017,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2983,47.9,250
2017,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,505,45.3,251
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4657,57.4,252
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10650,40.5,253
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,826,32.1,254
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,375,43,255
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3363,34.9,256
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3177,38.1,257
2017,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1681,64.3,258
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2834,38.3,259
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,366,53.8,260
2017,Diabetes mellitus (E10-E14),Diabetes,United States,83564,21.5,261
2017,Diabetes mellitus (E10-E14),Diabetes,Alabama,1173,19.8,262
2017,Diabetes mellitus (E10-E14),Diabetes,Alaska,130,19.3,263
2017,Diabetes mellitus (E10-E14),Diabetes,Arizona,2054,23.7,264
2017,Diabetes mellitus (E10-E14),Diabetes,Arkansas,1180,32.4,265
2017,Diabetes mellitus (E10-E14),Diabetes,California,9595,22.1,266
2017,Diabetes mellitus (E10-E14),Diabetes,Colorado,1017,17.2,267
2017,Diabetes mellitus (E10-E14),Diabetes,Connecticut,694,14.5,268
2017,Diabetes mellitus (E10-E14),Diabetes,Delaware,244,19.1,269
2017,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,138,20.1,270
2017,Diabetes mellitus (E10-E14),Diabetes,Florida,6172,20.2,271
2017,Diabetes mellitus (E10-E14),Diabetes,Georgia,2348,21.5,272
2017,Diabetes mellitus (E10-E14),Diabetes,Hawaii,299,15.9,273
2017,Diabetes mellitus (E10-E14),Diabetes,Idaho,394,20.3,274
2017,Diabetes mellitus (E10-E14),Diabetes,Illinois,2927,19.2,275
2017,Diabetes mellitus (E10-E14),Diabetes,Indiana,2096,26.6,276
2017,Diabetes mellitus (E10-E14),Diabetes,Iowa,918,22.8,277
2017,Diabetes mellitus (E10-E14),Diabetes,Kansas,874,25.2,278
2017,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1474,27.7,279
2017,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1272,23.9,280
2017,Diabetes mellitus (E10-E14),Diabetes,Maine,395,19.8,281
2017,Diabetes mellitus (E10-E14),Diabetes,Maryland,1439,20.3,282
2017,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1321,15.1,283
2017,Diabetes mellitus (E10-E14),Diabetes,Michigan,2798,22.1,284
2017,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1312,19.3,285
2017,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1164,33.3,286
2017,Diabetes mellitus (E10-E14),Diabetes,Missouri,1605,21,287
2017,Diabetes mellitus (E10-E14),Diabetes,Montana,292,21.6,288
2017,Diabetes mellitus (E10-E14),Diabetes,Nebraska,575,25,289
2017,Diabetes mellitus (E10-E14),Diabetes,Nevada,609,18.3,290
2017,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,340,19.2,291
2017,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1908,16.9,292
2017,Diabetes mellitus (E10-E14),Diabetes,New Mexico,673,26.5,293
2017,Diabetes mellitus (E10-E14),Diabetes,New York,4176,16.8,294
2017,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2903,23.6,295
2017,Diabetes mellitus (E10-E14),Diabetes,North Dakota,194,21.8,296
2017,Diabetes mellitus (E10-E14),Diabetes,Ohio,3740,25.2,297
2017,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1398,30.6,298
2017,Diabetes mellitus (E10-E14),Diabetes,Oregon,1243,23.9,299
2017,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3704,21.1,300
2017,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,275,18.8,301
2017,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1535,24.5,302
2017,Diabetes mellitus (E10-E14),Diabetes,South Dakota,263,24.9,303
2017,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1915,24,304
2017,Diabetes mellitus (E10-E14),Diabetes,Texas,5832,21.2,305
2017,Diabetes mellitus (E10-E14),Diabetes,Utah,596,22.9,306
2017,Diabetes mellitus (E10-E14),Diabetes,Vermont,163,19.2,307
2017,Diabetes mellitus (E10-E14),Diabetes,Virginia,1967,20.1,308
2017,Diabetes mellitus (E10-E14),Diabetes,Washington,1812,21.6,309
2017,Diabetes mellitus (E10-E14),Diabetes,West Virginia,864,34,310
2017,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1433,19.4,311
2017,Diabetes mellitus (E10-E14),Diabetes,Wyoming,121,18.1,312
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,647457,165,313
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13110,223.2,314
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,814,135,315
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,12398,141.9,316
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8270,223.8,317
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,62797,142.9,318
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,7060,122.7,319
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7138,141.6,320
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1990,158.4,321
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1284,189.8,322
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,46440,145.8,323
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,18389,175.8,324
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2575,129.8,325
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,3084,162.5,326
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25394,163.3,327
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,14445,183.2,328
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,7180,167.4,329
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5723,158,330
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10343,195.9,331
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11260,214.4,332
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2844,143.5,333
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11653,164.5,334
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12140,134.7,335
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,25187,196.1,336
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8230,119.1,337
